Incoming Attempts,Normal Term Seizures,Answered Calls,Normal Not Answer Calls,Outgoing Seizures,FEV Seizures,Network Conversation Minutes,NER,ACD
4095710,3814900,523064,3291836,5733509,19653,1644060.6,66.76577079,3.143134683
3337,23345,5759,17586,24968,357,457.883333,94.85595872,0.079507438
5,1,1,0,1,0,0.933333,100,0.933333
1236,777,134,643,1722,89,144.166667,47.58113901,1.075870649
207581,77553,50381,27172,97023,19212,42077.88333,99.66842734,0.835193492
21,14,7,7,16,2,15.116667,100,2.159523857
61,27,15,12,29,2,27.45,100,1.83
5523,2672,2161,511,2969,267,7513.7,98.88971132,3.476955113
4,2,2,0,4,2,41.233333,100,20.6166665
185121,152590,95031,57559,157544,2778,359497.8833,98.59400644,3.782953808
492753,409395,237627,171768,433405,14573,1289420.683,97.74682928,5.42623811
290,967,931,36,989,12,74.083333,98.97645855,0.079573934
8014,4579,3372,1207,4664,44,3779.066667,99.11255411,1.120719652
5572,92,57,35,101,8,16.433333,98.92473118,0.288304088
3,3,2,1,5,0,2.133333,60,1.0666665
170,80,39,41,81,0,76.666667,98.7654321,1.965811974
2324,288,179,109,295,0,1175.25,97.62711864,6.565642458
5,3,3,0,4,1,2.583333,100,0.861111
2432,232,119,113,241,1,725.483333,96.66666667,6.096498597
65182,47044,30885,16159,48337,523,62836.11667,98.38959301,2.034518914
75,623,533,90,629,0,1.3,99.04610493,0.002439024
11462,293,176,117,293,0,125.516667,100,0.713162881
12,8,6,2,9,1,11.65,100,1.941666667
796,45,20,25,70,2,63.833333,66.17647059,3.19166665
26198697,17985033,6180232,11804801,22701053,1777306,10326435.88,85.95512553,1.670881592
5551949,4854055,873113,3980942,5827591,215103,3333705.617,86.48668826,3.818183462
640,85726,67529,18197,89054,1849,484.4,98.30399633,0.007173214
546489,376822,157398,219424,533899,42330,76872.25,76.65699017,0.488394071
15160,15059,15011,48,15330,0,2899.183333,98.2322244,0.193137255
13866,12684,11554,1130,12999,138,16684.3,98.62374621,1.444028042
38797,32947,11007,21940,38281,3966,25099.86667,96.01340522,2.280354926
717967,543448,57359,486089,769783,168125,183232.85,90.32506839,3.19449171
1299,1992,1085,907,2132,79,157.216667,97.02873843,0.144900154
5577,4180,1913,2267,5299,671,3259.983333,90.31979257,1.704120927
159,114,43,71,116,1,111.05,99.13043478,2.58255814
4203,3409,1532,1877,3428,3,6202.4,99.53284672,4.048563969
1092645,986557,346035,640522,1064507,2695,1655939.283,92.91258716,4.785467607
799625,685343,257801,427542,713941,3028,852490.15,96.40321671,3.306775963
704,4709,1515,3194,4904,4,76.866667,96.10204082,0.050737074
126508,51491,13697,37794,102429,50128,63400.86667,98.45127244,4.628814096
8221,2,1,1,2,0,0.283333,100,0.283333
2317,598,137,461,674,56,57.05,96.76375405,0.416423358
625,135,104,31,168,32,145.066667,99.26470588,1.394871798
240,148,40,108,180,23,99.95,94.26751592,2.49875
548,334,100,234,355,11,491.1,97.09302326,4.911
14064,6190,1978,4212,6942,656,11259.45,98.47279669,5.692340748
248,251,249,2,252,1,65.866667,100,0.264524767
352,136,63,73,156,20,12.216667,100,0.193915349
50,47,36,11,47,0,89.4,100,2.483333333
1182,807,565,242,842,34,2037.633333,99.87623762,3.606430678
199740,179781,24591,155190,179990,34,121273.9167,99.90275401,4.931638269
67464,59694,25530,34164,60709,48,101048.4333,98.40589506,3.958027158
8,609,465,144,611,0,18.233333,99.67266776,0.039211469
5871,1932,1610,322,2497,562,877.85,99.84496124,0.545248447
70741,79869,69395,10474,81106,258,14979.81667,98.78908569,0.215863054
350485,420273,330684,89589,433826,2956,472001.95,97.54055748,1.427350431
504718,609080,209473,399607,636732,24216,466084.1167,99.43903506,2.225031945
30272,19195,10228,8967,21925,1194,64206.03333,92.59080604,6.277476861
530551,489562,143653,345909,606682,73422,263039.3667,91.80549826,1.83107465
1186,2049,1267,782,2509,406,172.45,97.43223966,0.136108919
23950,17750,14880,2870,23150,5286,9985.4,99.36184505,0.671061828
262497,529,339,190,1637,45,1286.283333,33.22864322,3.794346115
21,9,5,4,13,2,5.016667,81.81818182,1.0033334
2048494,1826151,1322362,503789,2065601,167388,397197.7833,96.20369263,0.300369931
21257363,18344600,12005636,6338964,20796544,2120726,8593305.317,98.22648732,0.715772602
19,3,2,1,4,0,94.516667,75,47.2583335
8242795,6747215,5333793,1413422,7818221,785423,6099471.183,95.93926912,1.143552287
2324862,1884980,611465,1273515,2284967,141260,1056785.8,87.93085995,1.72828502
167704022,132938813,75164997,57773816,164007919,26253404,40129485.37,96.50414217,0.533885279
38433,1185996,151168,1034828,1817010,598262,11573.11667,97.312652,0.07655798
175,63,47,16,63,0,48.283333,100,1.027304957
139,51,25,26,139,44,806.366667,53.68421053,32.25466668
5950,3254,2051,1203,4023,108,1731.083333,83.11621967,0.844019177
185,77,47,30,82,5,18.333333,100,0.390070915
835,250,206,44,267,17,541.766667,100,2.629935277
12468,7938,5287,2651,10047,1246,12397.21667,90.1942961,2.344849001
143053,54144,45149,8995,85086,26144,24917.56667,91.85979437,0.551896314
119900,76996,506,76490,119651,207,123.35,64.4620073,0.243774704
4222,2441,1402,1039,3800,1329,413,98.78591663,0.294579173
33,9,8,1,41,0,14.816667,21.95121951,1.852083375
760,303,201,102,315,3,1042.166667,97.11538462,5.184908791
1716,1361,864,497,1475,10,3807.5,92.90102389,4.406828704
19758,14098,8209,5889,18063,21,19078.26667,78.1398958,2.324067081
7,53,20,33,58,1,0.383333,92.98245614,0.01916665
10113,6450,5684,766,6611,152,1218.066667,99.86065954,0.214297443
177,151,79,72,170,3,171.733333,90.41916168,2.173839658
2215,1563,870,693,1698,36,8885.066667,94.0433213,10.21272031
13045,4718,162,4556,6403,919,1049.066667,86.03209336,6.475720167
1126025,771735,40788,730947,785583,1987,51670.53333,98.48633735,1.266807231
492,3697,3461,236,3728,5,65.516667,99.30163846,0.018929982
59936,42003,9235,32768,60591,17384,6766.016667,97.21341449,0.732649341
312,175,105,70,185,1,291.383333,95.10869565,2.775079362
204864,165855,47897,117958,212904,535,126205.35,78.09755661,2.63493225
148855,128333,36116,92217,140272,1047,80882.58333,92.1766924,2.239522188
279,231,231,0,232,0,62,99.56896552,0.268398268
1347,993,193,800,1062,60,139.633333,99.10179641,0.723488772
97,61,13,48,64,3,31.5,100,2.423076923
5990,4083,2715,1368,4371,132,10160.11667,96.31988677,3.742216084
20591,12811,6160,6651,14546,1038,14214.71667,94.84009476,2.307583875
737856,611398,70018,541380,639306,6697,169892.8667,96.64706003,2.426417017
690,2232,1717,515,2260,14,75.75,99.37666963,0.044117647
1739,596,401,195,672,70,397.25,99.00332226,0.990648379
37958,21,12,9,22,1,174.516667,100,14.54305558
206389,201881,196749,5132,204934,1893,83767.63333,99.42868682,0.425758877
1213094,1068550,876476,192074,1229355,66983,6972048.183,91.92840158,7.954636731
103,56,43,13,69,10,653.55,94.91525424,15.19883721
50810407,37445497,18268377,19177120,42616592,4184676,48662674.17,97.43333379,2.663765597
25971844,21533305,14304546,7228759,25146455,3047964,36688876.25,97.44242265,2.564840314
43109,74434,46310,28124,88968,10115,9028.35,94.39590123,0.194954653
521,178,81,97,315,136,659.133333,99.44134078,8.137448556
8867,3701,979,2722,10834,3209,301.516667,48.53770492,0.307984338
2150022,1145091,654720,490371,1290859,141538,178636.0833,99.63195661,0.27284348
662,483,189,294,497,6,526.15,98.3706721,2.783862434
10945,7932,4146,3786,9694,1334,16194.95,94.88038278,3.906162566
278063,145844,40103,105741,178347,20711,54350.91667,92.51947525,1.355283063
1288368,902816,344281,558535,944547,19610,519194.0167,97.60837765,1.508053063
4125,5238,1931,3307,5507,189,130.666667,98.49567507,0.067667875
7639,7639,7639,0,7639,0,2755.366667,100,0.360697299
98641,61750,37151,24599,71340,8833,14016.83333,98.78893564,0.377293568
52,24,21,3,25,1,44.866667,100,2.136507952
1589,763,504,259,861,90,2703.566667,98.96238651,5.364219577
1207,622,399,223,741,105,2785,97.79874214,6.979949875
43305,31023,16457,14566,32988,1861,53652.48333,99.66588492,3.260161836
5,21,15,6,24,3,0.566667,100,0.0377778
469,82,70,12,240,158,44.566667,100,0.636666671
39,39,22,17,39,0,22.85,100,1.038636364
21684,21206,21013,193,21278,25,4379.516667,99.77885475,0.208419391
85822,72117,54652,17465,73804,582,374035.25,98.49089072,6.843944412
10,10,9,1,11,0,15.916667,90.90909091,1.768518556
2859124,1403400,516500,886900,1571886,93278,1601722.517,94.91359441,3.101108454
226129,215658,46384,169274,230533,7257,241565.6667,96.58807933,5.207952455
2373570,2267046,1204660,1062386,2316830,27359,5726180.4,99.02051609,4.753358126
1578,29937,5825,24112,38863,3769,714,85.30518037,0.122575107
14318,2276,1069,1207,3050,346,4734.6,84.17159763,4.428999065
834,4,3,1,4,0,6.066667,100,2.022222333
140,35,21,14,59,18,239.3,85.36585366,11.3952381
149,89,23,66,118,14,223.433333,85.57692308,9.714492739
4142,2203,647,1556,3522,305,1564.916667,68.47995026,2.418727461
254,252,247,5,252,0,65.95,100,0.267004049
90,51,44,7,53,2,2.15,100,0.048863636
83,52,9,43,66,0,8.383333,78.78787879,0.931481444
860,358,215,143,484,22,680.383333,77.48917749,3.164573642
10304,6096,3860,2236,7474,55,21851.13333,82.16740801,5.660915371
86966,70320,34443,35877,78860,2461,159446.1167,92.04308957,4.629274937
247,951,609,342,1009,2,118.983333,94.43892751,0.195374931
877,102,7,95,106,0,5.783333,96.22641509,0.826190429
240,223,137,86,236,5,44.316667,96.53679654,0.323479321
2259,1310,1106,204,1339,14,3827.716667,98.86792453,3.460864979
220695,17306,9797,7509,44550,23842,20136.31667,83.57156654,2.055355381
274895,207360,153433,53927,249401,36394,77090.6,97.34891342,0.502438198
15,268,206,62,687,335,0.183333,76.13636364,0.000889966
58728,25843,17693,8150,43743,17814,3761.416667,99.66832504,0.212593493
382,190,108,82,344,154,173.5,100,1.606481481
12245,10933,5542,5391,11239,232,5947.016667,99.32770055,1.073081318
91155,80239,30006,50233,92575,11990,129605.8333,99.5706397,4.319330578
266,118,65,53,122,4,3.25,100,0.05
1283,583,215,368,848,262,179.666667,99.48805461,0.835658916
122,86,43,43,87,0,194.633333,98.85057471,4.526356581
8973,4479,2695,1784,4682,135,14184.33333,98.50450847,5.263203463
315382,186200,110795,75405,197772,9837,349851.5667,99.07680847,3.157647607
548092,483562,307614,175948,501502,8743,929869.1167,98.13357037,3.022843943
505,2237,2035,202,2243,5,490.483333,99.95531725,0.241023751
69327,46417,33702,12715,55493,8477,49207.4,98.72596563,1.460073586
47267,4,1,3,4,0,1.516667,100,1.516667
10,9,7,2,9,0,4.433333,100,0.633333286
290,193,111,82,202,2,115.95,96.5,1.044594595
484,306,199,107,328,1,924.5,93.57798165,4.645728643
8,5,5,0,7,2,69.266667,100,13.8533334
51849,17588,8381,9207,20077,1,4090.8,87.60709305,0.488104045
943216,817406,218947,598459,867298,11326,333153.2833,95.49447879,1.521616114
147,429,370,59,440,0,10.616667,97.5,0.028693695
15735,6025,4341,1684,6578,540,3018.05,99.78469692,0.695243032
47,19,8,11,19,0,8.05,100,1.00625
205,2,1,1,16,0,1.366667,12.5,1.366667
4042,533,202,331,549,3,345.266667,97.61904762,1.709240926
91810,83504,33269,50235,94949,542,80899.61667,88.45106825,2.431681646
8,40,26,14,44,1,1.883333,93.02325581,0.072435885
3872,821,580,241,954,133,343.833333,100,0.592816091
15,7,2,5,7,0,4.983333,100,2.4916665
574,229,153,76,274,28,629.65,93.08943089,4.115359477
9623,8401,5269,3132,9393,423,29753.3,93.65663322,5.646858987
66136,42382,22009,20373,52139,3832,91929.7,87.73469683,4.17691399
170,318,303,15,371,1,17.2,85.94594595,0.056765677
5072,585,440,145,609,13,678.566667,98.15436242,1.54219697
3,3,3,0,3,0,1.416667,100,0.472222333
70,23,19,4,23,0,52.65,100,2.771052632
2453,861,593,268,906,16,1734.483333,96.74157303,2.924929735
66377,40553,15199,25354,47832,63,39516.43333,84.89396889,2.599936399
500477,383828,265550,118278,389136,1300,482537.8833,98.9665735,1.817126279
586,1154,1146,8,1191,0,78.166667,96.89336692,0.068208261
3112,1884,1587,297,2125,235,1097.483333,99.68253968,0.691545894
2220,6,6,0,8,0,19.216667,75,3.202777833
86,22,16,6,22,0,23.933333,100,1.495833313
5158,1877,1212,665,2151,58,7550.95,89.67988533,6.230156766
355181,327506,183425,144081,333069,5213,301969.2167,99.89324582,1.646281677
602647,562596,257727,304869,585284,10912,667984.95,97.94976078,2.591831473
1243,10995,10781,214,11087,33,3647.283333,99.46625656,0.338306589
34655,29328,21505,7823,29714,276,20541.43333,99.62633331,0.955193366
103771,4,3,1,3971,3967,0.95,100,0.316666667
156346,129213,80816,48397,149749,3916,27880.28333,88.60340252,0.344984698
473747,468173,406877,61296,497045,4105,969360.15,94.97565627,2.382440271
2217050,2139450,385050,1754400,2612672,70885,983769.0333,84.17109695,2.554912436
6881430,3345253,1880496,1464757,4011912,138419,8684533.433,86.36269641,4.618214255
4653,8682,4254,4428,8992,70,1832.1,97.31002017,0.43067701
249,249,249,0,249,0,149.633333,100,0.60093708
21326,20657,19874,783,22690,262,151006.7833,92.10362047,7.598207876
131903,114874,80577,34297,119175,3367,115053.6667,99.19349268,1.427872304
680,2,1,1,2,0,3.45,100,3.45
12,12,5,7,12,0,2.266667,100,0.4533334
69960,69290,68799,491,69396,101,14229.26667,99.99278447,0.206823743
369693,360816,349185,11631,365633,3921,731787.7833,99.75228911,2.09570223
354417,268006,135367,132639,275942,6761,549517.7833,99.56349074,4.059466364
46130,32588,18760,13828,33815,846,156854.7167,98.84436895,8.361125622
260468,192721,92701,100020,232257,37473,417738.5833,98.9408781,4.506300723
1286,2351,1803,548,2682,321,285.45,99.57645066,0.158319468
184,4,2,2,363,0,1.55,1.101928375,0.775
61620,59350,27255,32095,59922,463,92633.91667,99.8166804,3.398786155
610,570,423,147,602,15,903.483333,97.10391823,2.135894404
2784,2090,1217,873,2347,207,8204.733333,97.6635514,6.741769378
115590,87790,7280,80510,102677,3577,15489.53333,88.58728557,2.12768315
227734,183259,66904,116355,218165,18665,243742.2,91.85914787,3.643163339
976,1017,821,196,1263,79,114.683333,85.89527027,0.139687373
1871,1273,650,623,1661,376,4641.783333,99.06614786,7.141205128
446425,45308,8617,36691,66459,5506,48205.58333,74.33268256,5.594242002
103,61,31,30,62,0,48.883333,98.38709677,1.57688171
838244,766729,51462,715267,956228,3214,120864.4333,80.45306785,2.348615159
5156862,4791442,3148162,1643280,5370348,40773,47227806.02,89.90289094,15.00170767
24,23,18,5,24,0,56.816667,95.83333333,3.1564815
70181505,64500009,29237672,35262337,72275176,487265,186773324.2,89.84800937,6.38810519
230388185,216377401,98171289,118206112,234782815,2860614,553684051.3,93.29740752,5.639979437
550300595,308392023,99730049,208661974,564525929,10669128,309445304,55.68082263,3.102829158
141,6,4,2,11,4,4.35,85.71428571,1.0875
3094355,2878540,2835587,42953,3178044,11609,48604789.03,90.90791379,17.14099727
17800,13851,13667,184,13994,2,22067.66667,98.9922813,1.614667935
8548122,6630182,1839544,4790638,6931734,107454,9114339.133,97.15577321,4.954673078
21980,97,94,3,97,0,24.45,100,0.260106383
502,502,501,1,502,0,161.283333,100,0.32192282
2563,2151,1279,872,2606,170,4328.416667,88.30049261,3.384219443
75448,62144,33129,29015,81387,4612,133405.2667,80.9430153,4.026842545
239,236,236,0,239,0,245.1,98.74476987,1.038559322
5,5,5,0,5,0,273.683333,100,54.7366666
3874665,3169524,968709,2200815,4101459,399343,2769977.167,85.61384894,2.859452288
7011508,5319167,1197968,4121199,6599114,461716,3651145.85,86.66811245,3.047782453
3951,10595,5597,4998,11743,122,685.833333,91.17115567,0.122535882
4419,2309,176,2133,4425,581,366.533333,60.06763788,2.082575756
333876,210393,59870,150523,272489,52031,30542.98333,95.43450453,0.510155058
425,394,315,79,403,3,565.85,98.5,1.796349206
836,788,400,388,790,0,681.216667,99.74683544,1.703041668
28025,23941,13297,10644,24141,7,24624.56667,99.20029833,1.851888897
12,60,55,5,64,0,18.683333,93.75,0.339696964
1834,1682,793,889,1707,21,1685.116667,99.76275208,2.124989492
3,2,1,1,3,1,0.15,100,0.15
188,163,22,141,164,0,27.116667,99.3902439,1.232575773
3,4,4,0,4,0,0.533333,100,0.13333325
0,20,19,1,22,1,0.05,95.23809524,0.002631579
0,22,22,0,22,0,0,100,0
55,31,6,25,57,10,16.55,65.95744681,2.758333333
1206,551,108,443,989,232,270.983333,72.78731836,2.509104935
0,1,1,0,1,0,0,100,0
115,73,72,1,73,0,85.216667,100,1.183564819
47,42,25,17,50,0,16.383333,84,0.65533332
51,16,5,11,27,0,0.45,59.25925926,0.09
3166,2783,302,2481,2857,38,132.983333,98.7229514,0.440342162
2,1,1,0,1,0,0.216667,100,0.216667
77,45,20,25,55,10,46.966667,100,2.34833335
2,2,2,0,2,0,0,100,0
2108,2093,474,1619,2098,5,692.9,100,1.461814346
753323,711839,307571,404268,711920,24,524843.2167,99.99199321,1.706413208
14,339,338,1,339,0,0.216667,100,0.000641027
10,7,5,2,7,0,3.533333,100,0.7066666
705,58,25,33,87,29,63.3,100,2.532
25950,4134,2128,2006,5803,1604,13809.35,98.45201238,6.489356203
13,11,11,0,11,0,49.7,100,4.518181818
82683,40355,16512,23843,53580,7551,62963.66667,87.67298877,3.813206557
1158753,835972,338430,497542,893535,43932,641155.25,98.39560359,1.894498862
577,2172,1862,310,2228,39,146.266667,99.22338968,0.078553527
6929,545,129,416,614,54,225.083333,97.32142857,1.744832039
77,54,25,29,54,0,59.266667,100,2.37066668
17761,14328,9183,5145,14515,38,15713,98.97078124,1.711096592
222020,148019,41960,106059,150242,1060,37830.68333,99.22041533,0.901589212
2250380,1681354,494301,1187053,1754097,47739,389934.7833,98.53465685,0.788861004
869,5615,4610,1005,5669,18,206.55,99.36294461,0.044804772
41950,29792,17098,12694,34290,2869,10591.9,94.81556921,0.619481811
382724,250684,121021,129663,358165,99085,51860.65,96.75930215,0.428526041
725716,687050,626078,60972,713064,16102,2112821.767,98.57782777,3.374694154
1297638,1098302,359131,739171,1246828,125472,730294.4333,97.94409625,2.033504302
4076559,3075578,1581319,1494259,3590123,459913,4162886.45,98.25468579,2.632540588
5039,16299,5671,10628,18562,1575,607.85,95.949844,0.107185682
34,4,1,3,4,0,1.616667,100,1.616667
157489,125179,72638,52541,127405,1735,42273.16667,99.60929418,0.58197041
190,3,1,2,3,0,1.083333,100,1.083333
64,3,1,2,4,1,1.083333,100,1.083333
192,200,59,141,200,0,45.483333,100,0.770903949
5681,4624,1598,3026,4641,0,1687.583333,99.63369963,1.056059658
3,12,9,3,13,1,1.683333,100,0.187037
12,7,3,4,8,1,1.433333,100,0.477777667
18695,18391,18221,170,18427,32,4709.35,99.97825496,0.258457275
79045,68752,58666,10086,73924,4943,665923.9,99.66802453,11.35110456
7,6,6,0,6,0,37.4,100,6.233333333
389773,300192,155558,144634,363028,48071,1030639.55,95.31205847,6.62543585
2949314,2655930,1431315,1224615,2919087,229677,7555645.383,98.75511729,5.278813806
841,7525,5234,2291,9914,2271,116.216667,98.45610362,0.022204178
88,28,23,5,117,1,3.733333,24.13793103,0.162318826
3962,2264,1126,1138,2858,580,2064.916667,99.38542581,1.833851392
78968,78585,73951,4634,80703,566,20030.28333,98.06331657,0.270858857
627209,586156,462238,123918,640372,20489,2073759.55,94.55913455,4.486345887
9839377,7299569,3222478,4077091,9245097,299596,11659154.12,81.60044921,3.618070974
10364295,6178436,2045939,4132497,9876896,3079388,4800762.65,90.89266243,2.346483766
17070462,13923385,5479068,8444317,18176681,2554107,18523943.02,89.12350167,3.380856565
3835,39998,22837,17161,58681,12182,760.366667,86.01905417,0.033295383
24,1,1,0,1,0,12.85,100,12.85
831,401,72,329,1194,112,8.483333,37.06099815,0.117824069
753128,448101,251805,196296,528798,73406,169037.35,98.39896177,0.671302595
1114,1386,449,937,1469,20,1090.4,95.65217391,2.428507795
7565,9438,5753,3685,10014,72,42693.98333,94.93059747,7.421168666
125707,87021,27561,59460,87159,86,84404.75,99.94027999,3.06247052
1330559,1383469,443627,939842,1445667,14962,1360064.583,96.69841092,3.065784056
10931,21646,20634,1012,21665,2,135.116667,99.92152518,0.006548254
3515,1815,1104,711,2140,276,507,97.37124464,0.45923913
38,27,19,8,31,3,22.883333,96.42857143,1.204385947
94744,89112,83067,6045,107262,2281,38024,84.88393138,0.457750972
478472,437091,404035,33056,449943,4175,1176088.833,98.05347176,2.910858795
17,13,9,4,17,4,107.233333,100,11.91481478
4674163,3736093,2809271,926822,7565409,302415,2051580.2,51.44012235,0.730289175
4877198,2360649,1206056,1154593,7026043,537711,3145245.483,36.38298718,2.607876818
1476,15877,9264,6613,18012,1668,577.016667,97.14268233,0.06228591
500,567,390,177,603,14,3768.45,96.26485569,9.662692308
70920,49796,11952,37844,53593,3594,34346.85,99.59399188,2.87373243
867,765,261,504,778,13,817.7,100,3.132950192
8048,4213,2055,2158,4926,665,19517.33333,98.87350387,9.497485807
223300,182544,41892,140652,208759,11807,97815.4,92.68451196,2.334942232
751111,650628,190698,459930,676752,23701,464544.0833,99.62897232,2.436019693
1249,3978,1487,2491,4135,142,289.433333,99.6243426,0.194642457
58436,27290,16826,10464,31825,3429,6766.966667,96.10508522,0.402173224
40769,262,77,185,280,2,2.316667,94.24460432,0.030086584
39,31,18,13,33,2,41.25,100,2.291666667
227,65,24,41,103,10,59.866667,69.89247312,2.494444458
13579,5447,3329,2118,6287,330,19046.16667,91.43864361,5.721287674
11,4,3,1,5,1,8.083333,100,2.694444333
51589,18352,7867,10485,24419,1864,33894.83333,81.36555088,4.308482691
1517118,1179430,314169,865261,1746220,175425,618284.6333,75.08490923,1.968000132
26596,3598,2554,1044,4053,240,88.866667,94.36139523,0.034795093
229,70,13,57,229,153,28.766667,92.10526316,2.212820538
2695,1103,567,536,1826,296,294.516667,72.09150327,0.519429748
1132,917,517,400,977,25,1933.2,96.32352941,3.73926499
20790,16624,9260,7364,18033,765,108391.5333,96.27055826,11.70534917
642197,259690,28823,230867,264457,2482,58841.3,99.12777937,2.041470354
3754865,3204584,1205279,1999305,3814568,30192,3920835.317,84.67932362,3.253052046
1749,15198,3652,11546,20023,84,131.883333,76.22247856,0.036112632
4,3,1,2,3,0,0.183333,100,0.183333
127690,59646,41430,18216,99397,7921,21133.56667,65.20398793,0.510102985
426,23,22,1,23,0,46.766667,100,2.125757591
25788,19133,15141,3992,20037,574,15912.23333,98.30447516,1.05093675
19,272,271,1,280,8,0.183333,100,0.000676506
1742,423,319,104,446,18,236.15,98.8317757,0.740282132
5508,1,1,0,1,0,0.183333,100,0.183333
87,3,1,2,4,1,1.133333,100,1.133333
123,4,2,2,11,0,3.766667,36.36363636,1.8833335
280,25,1,24,95,55,4.216667,62.5,4.216667
5992,1326,368,958,2281,767,590.383333,87.58256275,1.604302535
4,644,634,10,646,2,0.633333,100,0.000998948
206,31,31,0,32,1,58.4,100,1.883870968
132,9,4,5,12,1,53.566667,81.81818182,13.39166675
178,60,4,56,64,2,4.483333,96.77419355,1.12083325
15611,11439,1432,10007,14308,999,2862.633333,85.94935758,1.999045624
326,76,3,73,115,37,0,97.43589744,0
2969,434,349,85,524,89,167.366667,99.77011494,0.47956065
13599,11462,4053,7409,13997,66,13421.28333,82.27693633,3.311444198
60301,89941,22688,67253,101558,225,70536.46667,88.75785776,3.108976845
605929,496885,66718,430167,645091,4745,146741.2167,77.59633073,2.199424693
3834566,3334723,552400,2782323,4081830,38865,1501777.783,82.48211399,2.718641896
7538,8332,1929,6403,9783,67,851.166667,85.75545492,0.441247624
48620,29203,16256,12947,39715,9994,6409.966667,98.25712459,0.394313894
125,13,4,9,19,6,10.783333,100,2.69583325
2146,282,146,136,374,78,1104.166667,95.27027027,7.56278539
128814,105163,36262,68901,116105,5433,138913.6833,95.02222784,3.830833471
1777162,1506835,340125,1166710,1661585,80188,493335.9,95.28505492,1.450454686
857,1016,790,226,1037,14,15.95,99.31573803,0.020189873
2606,1165,933,232,1607,226,440.783333,84.35916003,0.472436584
3,3,2,1,3,0,0.35,100,0.175
22,6,3,3,6,0,12.416667,100,4.138889
1210,365,220,145,367,0,521.383333,99.45504087,2.369924241
193550,132399,48160,84239,139153,4948,69080.21667,98.65429753,1.434389881
320164,220427,81219,139208,260524,35199,117616.8167,97.82625097,1.448144112
193,967,767,200,970,2,77.5,99.89669421,0.101043025
3215,1828,1500,328,1979,13,958.716667,92.98067141,0.639144445
20530,2,2,0,3,0,0.35,66.66666667,0.175
18053,17656,17511,145,18316,4,3316.683333,96.41764963,0.189405707
30407,22616,20617,1999,27791,1262,66910.05,85.25010366,3.245382451
31190,15139,7799,7340,19963,4662,36018.81667,98.94124567,4.61838911
471470,210064,109092,100972,231841,15005,546792.5,96.87690236,5.012214461
1809,1998,896,1102,2166,139,124.033333,98.56931426,0.138430059
3881,1380,929,451,2066,675,561,99.20920201,0.603875135
368,336,182,154,346,3,507.7,97.95918367,2.78956044
6936,5533,2786,2747,5691,74,13174.71667,98.50453979,4.728900455
526401,505165,17004,488161,516860,8615,90896.91667,99.39399305,5.345619658
1661150,1515070,209505,1305565,1586731,27041,822587.9833,97.13917509,3.926340581
538,2479,876,1603,3139,23,101.4,79.55712452,0.115753425
69,56,3,53,69,10,1.616667,94.91525424,0.538889
112777,94798,15910,78888,108186,12532,8014.416667,99.10510799,0.503734549
45,24,6,18,28,0,7.966667,85.71428571,1.327777833
1257,233,129,104,291,8,342.116667,82.33215548,2.652067186
3727,61,30,31,118,37,46.683333,75.30864198,1.5561111
166421,42660,21957,20703,90612,1829,19037.51667,48.04973925,0.867036329
7,50,16,34,52,0,0.083333,96.15384615,0.005208313
1086,294,266,28,294,0,257.766667,100,0.96904762
1,1,1,0,1,0,0.916667,100,0.916667
525,385,146,239,481,95,196.683333,99.74093264,1.347146116
782,257,107,150,323,57,305.916667,96.61654135,2.859034271
33563,12789,3740,9049,13163,183,11814.75,98.52850539,3.159024064
90746,35029,15620,19409,68315,32364,37134.28333,97.43539818,2.377354887
32,243,182,61,285,40,7.65,99.18367347,0.042032967
13926,8905,5742,3163,12391,3325,7418.333333,98.22413413,1.291942413
1,1,1,0,1,0,0.766667,100,0.766667
61,27,9,18,29,2,61.833333,100,6.870370333
6287,4886,2364,2522,5385,95,5170.266667,92.36294896,2.187084038
76248,59988,17957,42031,76997,2792,46371.83333,80.84091369,2.582381987
299280,254419,81110,173309,281763,9583,204431.5333,93.47453891,2.520423293
546,1029,337,692,1216,4,22.333333,84.9009901,0.066271018
7657,3553,1129,2424,4348,81,1107.183333,83.26693227,0.980676114
3,3,1,2,3,0,0.95,100,0.95
42,3,3,0,7,4,9,100,3
1142,352,256,96,358,6,757.5,100,2.958984375
1,1,1,0,1,0,3.483333,100,3.483333
1470,250,207,43,296,45,843.016667,99.60159363,4.072544285
47645,22129,16349,5780,25440,3244,47545.6,99.69814381,2.908165637
616,1189,1145,44,1196,6,140.1,99.91596639,0.122358079
537,33,28,5,64,31,13.883333,100,0.495833321
24136,23748,23722,26,23778,5,4456.65,99.89483868,0.18786991
35704,31341,28901,2440,31567,177,338175.9167,99.84389933,11.70118393
23871,22877,6656,16221,23618,278,17726.41667,98.01628106,2.663223658
46449,43277,28999,14278,44177,442,175599.3333,98.95278381,6.055358231
234207,201379,113894,87485,212790,9494,558081.7667,99.05703998,4.900010243
1605,2909,1322,1587,3185,128,227.483333,95.15865227,0.172075138
18750,17094,9119,7975,17825,669,11510.56667,99.6386104,1.262261944
165072,181561,157228,24333,181980,59,33010.98333,99.80211191,0.209956136
327474,324033,316803,7230,331130,1518,427066.6667,98.30740386,1.348051207
326982,287274,142122,145152,296920,6530,495522.1667,98.92696029,3.486597196
28353,22970,12654,10316,27259,962,46345.85,87.34836673,3.66254544
